,entity,author_name,overall_polarity
12554,twelve week two CLL,Nic,Negative
12556,five hundred CLL Jennifer Woyach HemeOnc,VJHemOnc,Negative
12557,CME CME,Oncology CE,Postive
12559,CLL,Kathleen Hoffman,Negative
12560,European EPAR Mabthera rituximab Agenparl Chemotherapy Combination Patients Treatment,Agenparl,Negative
12562,chr,Medivizor,Negative
12563,CLL,Dr Sylvia Benjamin,Negative
12564,Venclyxto Europe EuropeanCommission EC CLL first EU,Recruitment,Postive
12565,one CLL eight year UK one StayHome CllIreland,Jan Rynne,Postive
12566,Story Pharmacyclics Janssen Oncology USATODAY,CLL Society Inc,Negative
12567,Leukemia,Medivizor,Negative
12570,Coronavirus Update Andrew Schorr Jeff Sharman CLL WVCancer,Patient Power,Negative
12571,UK CLL NorthernIreland UK Ireland UK,CLL Ireland,Negative
12572,Mitochondrial Respiration Correlates Prognostic Markers,Lymphoma Papers,Negative
12576,Coronavirus,Peter Higgins conker,Postive
12577,two thousand and seventeen CllIreland CLL JanRynne CLL,Ciara masking friend,Postive
12578,eighty twenty CLL,CLL Ireland,Postive
12579,one Hep,Sarah Sterner,Negative
12582,one one one one Trum,Patricia,Postive
12583,one one one,Patricia,Negative
12585,CLL,Seema Ali Bhat,Negative
12586,two thousand and twenty Drs Susan Stephan Stilgenbauer Ranges From Treatment Options Current Role Chemotherapy,The ASCO Post,Negative
12587,Jennifer Woyach MD three Alliance,OncLive SOSS,Negative
12589,Precision Medicine Management,Lymphoma Papers,Negative
12593,AML Bonemarrowtransplant MultipleMyeloma,linfopedia,Postive
12594,CLL CLL CLL,CLLSA,Negative
12597,MRK Phase two Study Evaluate Safety Preliminary Efficacy,ClinicalTrialsData,Negative
12598,The Number Signaling Pathways Altered Driver,Jerry Lee,Negative
12599,two thousand and twenty,Nita Sonwane,Postive
12601,European Commission Approval,LLZ Consulting,Negative
12608,Chronic AML nine three,Lymphoma Papers,Negative
12610,CLL,CLLSA,Negative
12612,Coronavirus Personalized CLL Care,jneed,Negative
12615,New UK CLL LeukaemiaCareUK CLLSupport CllSociety,CLL Advocates Network,Negative
12616,UK CLL CLL,Michael Rynne,Negative
12617,CLL,Gearoid Crotaigh CareCantWait,Postive
12618,CLL JanRynne PaulKeane BernifloodBerni WaterfordMafia,CLL Ireland,Negative
12619,European Commission,Roche,Negative
12620,CLL,CLL Ireland,Negative
12621,European Commission Approval,Oncology Tube,Negative
12623,CLL UK CLL today CLL,Toby Eyre,Postive
12624,New UK CLL CLL CLL,UK Chronic Lymphocytic Leukaemia CLL Forum,Negative
12625,Jennifer Woyach MD,Home Journal,Negative
12626,Matthew Davids MD two thousand and nineteen Annual,COPD News,Postive
12627,CLL The European Commission,COPD News,Postive
12628,one two half BorisJohnson NicolaSturgeon,Susan Fleming,Negative
12629,European Commission Approval,Company News HQ,Negative
12630,CLL Coronavirus Personalized CLL Care,Brave Is,Postive
12632,News Medical Independent Sales Representatives Medical Distributors AbbVie European Commission,HSMN,Negative
12634,CLL,MD Anderson Leukemia,Negative
12635,European Commission RHHBY ROG,Roche,Postive
12636,ABBV Thursday European Commission EC Venclyxto CLL,Anna Deveau,Postive
12637,European Commission Approval,Pharma News,Negative
12638,Learn CLL,AbbVie,Negative
12640,EC Approval VENCLYXTO Combination Regimen Patients With Chronic Lymphocytic,Bio,Negative
12641,European Commission Approval,Crwe World,Negative
12650,CLL Jacqueline Barrientos,The Patient Channel,Postive
12651,first CLL,palliativewise,Negative
12652,Didn Tampa four Friday NSCLC CLL thirty day CLL,CEC Oncology,Negative
12654,Jennifer Woyach CLL CancerNetworkAabout,COPD News,Negative
12655,CLL UK tomorrow Wishing CLL next month,UK Chronic Lymphocytic Leukaemia CLL Forum,Negative
12658,ICYMI,Home Journal,Negative
12659,CLL Scharff EinsteinMed Chiorazzi NorthwellHealth Labs,Immunogenetics Lab,Negative
12660,Precision Medicine Management Andrea Patriarca al CLL,Cancers MDPI,Negative
12661,CLL Ibrutinib CLL,RIOH,Negative
12662,CLL Eugen Tausch MD Department Internal Medicine three Ulm University Germany,Great Debates Hematologic Malignancies,Negative
12665,CLL,Kathleen Hoffman,Negative
12666,Haematology,ClinOwl Haematology,Negative
12667,one two eight eleven CLL,JAMA,Negative
12670,two,Lymphoma Papers,Negative
12671,Congratulations Alexey Danilov,Martin JS Dyer,Postive
12672,Pleural,GPII Eco,Negative
12676,CLL,COPD News,Negative
12678,twelve year old,Clin Path Cornell,Negative
12679,Rod Humerickhouse CLL iwCLL International Workshop Chronic Lymphocytic Leukemia Living CLL,CheckRare,Postive
12680,Ill PancreaticCancer CLL,Gary,Postive
12681,CLL shareastoryeveryday,Orchard Primary Academy Nursery,Postive
12682,PubMed Memory,Memory,Negative
12687,NEW Venetoclax,Medivizor,Negative
12689,Blood,Official Kaplan Edupac Indonesia HQ,Negative
12690,US CLL Saturday March,FLASCO,Negative
12691,Patient Power CLL Experts,Michele,Negative
12692,Seattle Cancer Care Alliance,emily nunn,Negative
12693,CLL HemeOnc,VJHemOnc,Negative
12694,CLL,Blood Advances,Negative
12695,CLL,Orchard Primary Academy Nursery,Postive
12696,CLL Learn FightBloodCancer ResearchMatters,NHLBI Bethesda Labs,Negative
12697,CLL Learn,AbbVie US,Negative
12698,Seattle Cancer Care Alliance,Trustwell Law Group LLP,Negative
12699,Check Ibrutinib,Medivizor,Negative
12700,CLL CLL PeterMacRes,Prof John,Negative
12701,Turmeric Natural Prevention Treatment Chronic,Chantel Martiromo,Negative
12702,Tcell EpsteinBarr,Lupus News,Negative
12703,JanRynne CLL,CLL Ireland,Negative
12705,two thousand and Majors Dodgers CLL Claremont American Little League,Amy Ramos,Negative
12707,JOHN TERRY CLL,BEARDED FRENCH MAN,Negative
12709,Krazyhorse Farmhouse Indian Classic BeLegendary,undead viking zombie,Negative
12712,Cancer Research CLL,CLL Ireland,Negative
12716,CLL Read,CLLSA,Negative
12717,Check Ash CLL SadafFazeli,sadaf fazeli,Negative
12718,Ace Cafe Next indian,undead viking zombie,Negative
12724,New Medivizor Ibrutinib,Medivizor,Negative
12725,UK CLL March two thousand and twenty,CLLSA,Negative
12727,one CO mid April,Winifred Council,Negative
12728,one CLL,Brave Is,Negative
12729,forty AVG FOUR ten,Tong,Negative
12730,CLL,Blood Journal,Negative
12731,CLL,Blood Journal,Negative
12732,The Debate Over Early Intervention Chronic Lymphocytic,CONQUER patient voice,Negative
12737,AML CLL Venetoclax,Blood Journal,Postive
12738,CLL,CONQUER patient voice,Negative
12739,one CLL Specialist PatientPower CllStrong,Brave Is,Negative
12740,CLL,Kathleen Hoffman,Negative
12741,Blood American Society Hematology,Eduardo Anguita MD PhD,Negative
12742,Saudi Arabia CLL,Carrie Thompson MD,Postive
12744,CLL,Marc Braunstein MD PhD FACP,Negative
12745,Watch Lynn CLL,Cancer Support Community,Negative
12747,Blood American Society Hematology,Eduardo Flavio Oliveira Ribeiro,Negative
12748,OncoAlert Multiple CLL American Society Hematology,Raul Cordoba MD PhD,Negative
12749,CLL Regimens Bruce Raphael MD,COPD News,Negative
12750,today Going Bearhunt CLL,NET The Ferns Primary Academy,Postive
12751,ICYMI Medicare,Home Journal,Negative
12752,CLL,CLLSA,Negative
12753,CLL Drs Lamana Koffman CllSociety,Tom Henry MBA RPh CPh,Negative
12754,Join Drs Adrian Chris Pleyer CLL April eighteen FightBloodCancer ResearchMatters,NHLBI Bethesda Labs,Negative
12755,CLL Clown,Dario Antilen,Negative
12756,BeLegendary indian,undead viking zombie,Postive
12757,YouTube,Brave Is,Negative
12762,Download eBook,AplusA World,Postive
12764,BioTechniques Karla Plevova CLL,BioTechniques,Negative
12765,Ron Keller Lincoln Illinois SIU Press SIU Illinois Lincoln CLL Twitterstorians,SIU Press,Negative
12767,Nitin Jain MD Texas Houston Listen,Oncology Learning Network,Negative
12768,Learn Venetoclax Leukemia,Medivizor,Negative
12769,ChronicLymphocyticLeukemia Learn CLL,Mayo Clinic Cancer Center,Negative
12770,TOMORROW March CLL Expert Register,Patient Power,Negative
12771,Sdq Ahmed sixtyfour year old WBC second,one,Negative
12772,one nearly forty million Americans one Mary,AstraZenecaUS,Postive
12773,CLL Eugen Tausch MD Department Internal Medicine three Ulm University Germany,Lymphoma Leukemia Myeloma Congress,Negative
12774,Bendamustine Haematology,ClinOwl Haematology,Negative
12775,one BeLegendary,undead viking zombie,Negative
12778,PhD Rebecka Svanberg Carsten Niemann Copenhagen week CLL,Sigrid Skanland,Negative
12779,Hemati Mir Mohammadkhani,NK paper,Negative
12781,FCR Binet CLL three,ALI ALAHMARI,Negative
12782,CLL NCCN ACPE,CEC Oncology,Postive
12783,CLL CLL,Pharmacyclics AbbVie Company,Postive
12784,Haematologica twelve CLL,Maria Tsagiopoulou,Negative
12785,CLL two thousand and twenty DukeCancer,Duke Hematologic Malignancies Cellular Therapy,Negative
12786,CLL today Wash Wash,Adam Kittai,Postive
12787,New Ibrutinib,Medivizor,Negative
12788,CLL Town Hall Nashville March CLL Register,Patient Power,Negative
12789,CLL,CLLSA,Negative
12790,Karina Chronic Karina Karina,Runway Hope,Postive
12791,ASH two thousand and sixteen two Update New Chronic Leukemia Drugs two thousand and sixteen two Update New Chronic,Oncology Tube,Negative
12792,Learn Ibrutinib Leukemia,Medivizor,Negative
12794,Ace Cafe Iconic Brighton Burn later year BeLegendary,undead viking zombie,Negative
12795,BTK one CLL,MedChemExpress,Negative
12801,CLL CLLSpecialist,Meli Rockhold,Negative
12802,Michael CLL,CLL Ireland,Negative
12803,Check Venetoclax,Medivizor,Negative
12804,Chronic CLL,Vitaly Terushkin MD FACMS,Negative
12806,CLL,Hematology Advisor,Negative
12808,CLL,Joe Fournet,Negative
12809,New Venetoclax,Medivizor,Negative
12811,two thousand and twenty two thousand Fortune Business Insights Come Analysis Market Size Growth,Nita Sonwane,Negative
12813,BTK,Targeted Oncology,Postive
12814,Venetoclax,noel cole,Negative
12815,Venetoclax,Medivizor,Negative
12816,CLL,Cristina Ibanez,Negative
12817,one Hypertrophic Cardiomyopathy HOCM Chronic,Susan RetiredProgrammer Greenberg,Negative
12818,ASH two thousand and sixteen three two thousand and sixteen three,Oncology Tube,Negative
12819,CLL,Kathleen Hoffman,Negative
12820,Venetoclax,Medivizor,Negative
12821,Indian BeLegendary indian,undead viking zombie,Postive
12824,Gareth Auckland CLL JustGiving,CLLSA,Postive
12825,Check Venetoclax,Medivizor,Negative
12826,CAR,Home Journal,Negative
12828,CLL MajorsDodgers Claremont American Little League,Amy Ramos,Negative
12829,CLL Seattle,Mazyar Shadman MD MPH,Negative
12830,"SWOG one thousand, nine hundred CLL Anticipate May two thousand and twenty one CllSociety UUtah",Harsh Shah,Negative
12831,CLL Tx,Jose Sandoval MD FACP,Negative
12832,Andy CLL,Andy Evens,Postive
12833,Check Ibrutinib,Medivizor,Negative
12834,monthly July two thousand and nineteen CLL,Lymphoma Hub,Negative
12835,COMPLEMENT two,Lymphoma Papers,Negative
12842,This week one today,Shark Lexy,Negative
12843,three,The Beacon Newspapers,Negative
12844,CAR CRS CLL,Oncology Learning Network,Negative
12845,CLL HemeOnc,VJHemOnc,Negative
12846,CLL,CONQUER patient voice,Negative
12847,CLL,Lymphoma Hub,Negative
12848,one CLL Starwars CLL Clones,Adam Kittai,Postive
12849,CLL one Leukemia Cancer CancerDiagnosis,Coping Cancer,Negative
12850,RT EuropeanCancer RT February Newsletter EUCancerPlan Lymphoma Coalition Global Patient Survey Lymphomas CLL,BlackSwan Analysis part Evaluate Pharma Ltd,Negative
12851,Doug Olson first CART nine year ago,Parexel,Negative
12856,Leeds March CLL SLL CLL,CLLSA,Negative
12857,February Newsletter EUCancerPlan Lymphoma Coalition Global Patient Survey Lymphomas CLL,ERN EuroBloodNet,Negative
12858,ERIC Israeli CLL Haematology,ClinOwl Haematology,Negative
12859,Venetoclax,Medivizor,Negative
12860,Only two week CLL JanRynne CllIreland,Michael Rynne,Negative
12861,CLL EAD,NET The Ferns Primary Academy,Negative
12862,cll tunisia JLL,Amna Snene,Negative
12863,March CLL Voices Faith,Phoebe Needles,Negative
12864,Second CLL,CancerTherapyAdvisor,Negative
12865,Time,Michele,Negative
12867,Ian Flinn Oncology Hematology Review two thousand and eighteen fourteen two,touchONCOLOGY,Negative
12872,ISHBT CLL CLL,Gaurav Prakash,Negative
12873,seven,Insights VUMC,Negative
12875,New Medivizor Venetoclax Leukemia,Medivizor,Negative
12876,one MedEd CLL Check CLL,Amber Koehler,Negative
12878,CLL,Kathleen Hoffman,Negative
12880,CLL CLL two year,Journal Clinical Pathways,Postive
12881,CLL one thousand nine hundred Patient Resilience,Brave Is,Negative
12882,The University Clinic Lymphoma MayoClinic theNCI,Mayo Clinic Cancer Center,Negative
12883,CLL Jay Blatt,Patient Power,Negative
12884,CLL British Columbia,Alicia Bell IFBB Pro,Negative
12885,CLL YahooFinance,SC,Negative
12886,Translational Research Conference Chronic CLL Hematology Haematology,ESH Haematology,Negative
12887,CLL TLS,NHLBI Bethesda Labs,Negative
12888,ERIC Israeli CLL,Cancer Papers,Negative
12890,BeLegendary indian,undead viking zombie,Postive
12891,Unilateral Blurred Vision Sole Presenting Symptom,Brandon Lujan MD,Negative
12900,Bruce Raphael MD CLL Hematologic Malignancies,OncLive SOSS,Negative
12901,CME CME,Vindico Medical Education,Postive
12902,Nitin Jain MD CLL Listen,Oncology Learning Network,Negative
12903,Diop CLL FCR Haematologica,Krizsan Szilvia MD,Negative
12904,Leukemia OncLive,MD Anderson Leukemia,Negative
12905,CLL Town Hall Nashville March CLL Register,Patient Power,Negative
12906,New Combination Therapies Treatment,SpecialtyPTimes,Negative
12907,HL Chronic Lymphocytic Leukemia Lymphoma HL,Oncology Tube,Negative
12908,Clinical Trials Leukemia Lymphoma Society,Brave Is,Postive
12909,one thousand nine hundred two thousand and seventeen,Pacylex Pharmaceuticals Inc,Negative
12912,VEGF VEGF Steve Martin,jorge gonzalez,Negative
12914,Lake District Scotland BeLegendary,undead viking zombie,Postive
12919,The Very Hungry Caterpillar This morning CLL UTW,Miss Nolan,Postive
12920,Leukemia Minimal,IUOPA,Negative
12921,CLL CLL,CLLSA,Negative
12922,DISCO Application Improvement Financial Outcomes Patients With Hematologic Cancer Status,TrialBulletin,Negative
12923,CLL Haematologica,chadi nabhan MD MBA FACP,Postive
12924,future Join u The International Workshop Chronic Sept two thousand Krakow Poland CLL,iwCLL,Negative
12925,CAR,Home Journal,Negative
12926,CLL,Reed Rowell,Postive
12927,CLL Join u March AM PM Eastern,Patient Power,Postive
12930,"early one thousand, eight hundred BeLegendary",undead viking zombie,Negative
12932,CLL,Lymphoma Hub,Negative
12933,day celebrate day fourteen year ago one,Stephen Brown,Postive
12934,CLL,Lymphoma Hub,Negative
12935,Medivizor,Chocolatiere Phys,Negative
12937,one CLL,chadi nabhan MD MBA FACP,Negative
12940,Lori Leslie MD John Theurer Hackensack Meridian Health CLL ASCO,Oncology Tube,Negative
12941,ICYMI,Home Journal,Negative
12942,CLL Miami Jennifer Woyach,Taylor Lab UM,Negative
12944,Paul Barr Cancer Institute CLL,Oncology Tube,Negative
12952,Rode Don one BeLegendary,undead viking zombie,Postive
12953,Rahmen de Deutschen Krebs Kongresses Krebsaktionstag Betroffene Angehorige Informationen Menschen mit CLL,AbbVie Deutschland,Negative
12954,CLL CLL,CLLSA,Postive
12956,Hemato Oncology Key Points eBook two thousand and nineteen,AplusA World,Postive
12957,LuchaLibre pisoton,Lenko Sins,Negative
12958,CAR NHL CLL,Home Journal,Negative
12964,CLL,Kathleen Hoffman,Negative
12965,This year CLL USAToday,Pharmacyclics AbbVie Company,Negative
12966,Invivoscribe LabPMM Shanghai Supporting MRD Flow MRD later year mm Bioinformatics,Jeffrey Miller,Postive
12969,AE CLL,Adam Kittai,Postive
12971,BritSocHaem CLL CelentyxLtd,Prof John,Postive
12973,Haematologica CLL,Benlazar Amine,Negative
12974,Scotland BeLegendary indian,undead viking zombie,Postive
12975,CLL,Lymphoma Hub,Negative
12976,SMUDGE CELLS CLL Smudge,Baby,Negative
12977,Los Motto Zielgerichtet Wirksam Neue Kombinationen CLL,Christoph Habel,Negative
12979,Potential Milestone CLL FDA IND FDA,Michele,Negative
12980,CLL,Michele,Postive
12981,atsuvui Man Xing rinpaXing Bai Xie,onkoro,Negative
12983,CLL,Blood Journal,Negative
12984,ABNORMAL,`ly `bdllh lkhlyf@,Negative
12985,Lee Greenberger,CURE Magazine,Negative
12986,CLL Pushing Through Cancer year one hundred,Shouting people underpants,Negative
12987,CLL,Patient Empowerment Network,Negative
12988,CLL NGS CLL CLL,OGT,Negative
12989,FREE WEBINAR Carolyn Owen CLL annual American Society Hematology December,Lymphoma Canada,Postive
12990,US UK CLL,Anthony Mato,Negative
12991,four hundred and thirtythree CLL LRoekerMD lymsm CLL,Toby Eyre,Negative
12992,Rod Humerickhouse CLL Lymphoma Hub,CheckRare,Postive
12996,Read,Comprehensive Cell Solutions New York Blood Center,Negative
12997,CLL Infections,CLLSA,Negative
13000,mshadman today one hundred Clinical Outcomes CLL Patients Relapsed Refractory Disease Tcellrx,Jordan Gauthier,Negative
13001,CLL,Daniela Hermelin MD,Negative
13002,CLL,Lymphoma Hub,Postive
13003,Andrew Esther Schorr Vietnam,Patient Power,Negative
13004,Raman UCLouvain CHUUCLNamur,Anal Bioanal Chem,Negative
13005,CLL,NHLBI Bethesda Labs,Negative
13006,Jennifer Specht CLL two,Lymphoma Hub,Negative
13008,LuchaLibre puntadiamante pisoton AAA,Lenko Sins,Negative
13009,FDA Priority Review Read,Comprehensive Cell Solutions New York Blood Center,Negative
13010,Misa PhD BristolUni Ziva one CLL Congrats,Bryjalab,Postive
13011,OncoAlert FCR Binet CLL FCR,Raul Cordoba MD PhD,Postive
13012,FCR Binet CLL three,Garbine Lizeaga,Negative
13017,Check Ibrutinib,Medivizor,Negative
13019,CLL Town Hall Nashville March CLL Register,Patient Power,Negative
13020,CLL CLL,AbbVie US,Postive
13021,Checkout HealthMonitorMagazine CLL Healthmonitor,Michele,Negative
13022,Hematopoietic,Brave Is,Postive
13023,Will Grateful Patient Power CLL,Brave Is,Negative
13024,CLL,Brave Is,Negative
13025,Ofatumumab May Prolong Survival,Brave Is,Negative
13026,Netherlands,Brave Is,Negative
13028,Venetoclax Obinutuzumab,Brave Is,Negative
13029,New Medivizor Ibrutinib Leukemia,Medivizor,Negative
13031,Chronic,Dr Shibley,Negative
13033,BTK,Targeted Oncology,Postive
13034,HighRisk Chronic,Lung Cancer News,Negative
13035,CLL Join u March AM PM Eastern,Patient Power,Postive
13037,CLL,Patient Worthy,Negative
13042,Geloof cll,Jolanda,Negative
13043,CLL,Kathleen Hoffman,Negative
13044,Check Ibrutinib,Medivizor,Negative
13045,Annu Rev Pathol,IUOPA,Negative
13046,anthonymatomd discus three,OncLive SOSS,Negative
13047,Learn Ibrutinib Leukemia,Medivizor,Negative
13048,NEW Ibrutinib,Medivizor,Negative
13049,new drug,Stanford Medicine Magazine,Negative
13051,CLL,Blood Journal,Negative
13052,three,ClinOwl Haematology,Negative
13053,MedCram,Michele,Negative
13054,twelve Noon CLL,Prof John,Negative
13055,BeLegendary indian,undead viking zombie,Negative
13058,Indian MCN FTR one thousand two hundred warmup BeLegendary,undead viking zombie,Postive
13060,Carole Nash Motorcycle today BeLegendary,undead viking zombie,Negative
13073,Leukemia Treatment Breakthroughs,Ritesh Patil,Negative
13074,fridaythoughts,Oncology Times,Negative
13075,Scan today GHH ANCR RECI NWT NXR STCK AV CLL,SwingTradeBot UK,Negative
13076,OncoAlert Achieving CLL American Society Hematology,Raul Cordoba MD PhD,Negative
13077,one BeLegendary indian,undead viking zombie,Postive
13078,Haploidentical Blood Marrow Leukemia Mi el Javier Bolanos JohnsHopkins,Xavier Tello,Negative
13079,Venetoclax Obinutuzumab,Jenn,Negative
13080,CLL,Adam Kittai,Negative
13081,Lisa CLL ValentinesDay Lisa,Leukaemia Care,Postive
13082,DRG United States Western Europe DRGinsights CLL,DRG Epidemiology,Negative
13083,Un linfocitica cronica Bajos los ultimos el indice de en persona con esta enfermedad,TenS Holanda,Postive
13088,Idelalisib Treatment Relapsed Follicular,ALI ALAHMARI,Negative
13090,Three BTK CLL John Allan,WCM Lymphoma,Negative
13091,Scan Centerline Cross today SWG KGF FUL HFG CLL TMKS ZIN,SwingTradeBot UK,Negative
13092,CLL CLL Bone Marrow CR PR BM Ibr PRs,Paul DeSantis PharmD,Postive
13093,Remarkable CLL CLL NCRI,Toby Eyre,Postive
13094,American,Mustafa,Negative
13095,obinutuzumab,Barry Shrier,Negative
13097,CLL Brian Hill Matthew Davids Nicole Lamanna DanaFarber ClevelandClinic,Patient Power,Negative
13098,Spreadex UK Sold CLL KAZ RR,John,Negative
13099,two CLL AML,Taylor Lab UM,Postive
13100,Jennifer Woyach MD,OncLive SOSS,Negative
13101,Early last week FDA IND NHL CLL,Beacon Targeted Therapies,Negative
13102,Leukemia Healio,Living Safely,Negative
13106,CLL,John,Postive
13107,Paula Soler CLL MCL,Marcius Lab,Negative
13108,Lymphoma Coalition Global Patient Survey Lymphomas CLL nineteen Webinar CutaneousLymphoma RareDiseases ERNeu,ERN EuroBloodNet,Negative
13109,CLL recent year Learn,AplusA World,Negative
13111,Rachel Thilssen CLL Venetoclax LorneCancer,Mohamed Saad,Negative
13112,two thousand and twenty WeillCornell CLL,FEDERICO GAITI,Postive
13113,MRD CLL,knowMRD,Negative
13114,CLL Charles Berry Geriatric Clinic DrTacara CancerMoonshot,MD Anderson Cancer Center,Postive
13115,CLL Woyach Rogers WomenInScience,Gretchen McNally PhD AOCNP,Postive
13116,FlappyCrypto Google Bitcoin CLL Ethereum Tezos Chainlink NEO Cosmos,FlappyCrypto,Negative
13117,IBM CLL SLL,Journal Clinical Pathways,Negative
13118,Pulse Access Pulse,Lymphoma Research Foundation,Postive
13119,Chemotherapy Learn CLL,AbbVie,Negative
13120,first CLL lymphocyte count indication treatment,David Kahn MD,Negative
13121,CLL BloodJournal DavidSteensma,chadi nabhan MD MBA FACP,Negative
13122,Great day BeLegendary indian,undead viking zombie,Postive
13123,European EPAR Mabthera rituximab,Agenparl,Postive
13126,DIAGNOSTIC PANEL BASIC HOME COLLECTION FACILITY eight billion seven hundred and fifty million five hundred five hundred and twentyseven million two hundred and thirtythree thousand five hundred Shop No Paramount Spectrum Market Crossings Republik Ghaziabad,Dr Lalpath Lab Crossings Republik,Negative
13127,obinutuzumab,Medivizor,Negative
13128,Drs Woyach Rogers Bhat,Adam Kittai,Postive
13129,obinutuzumab,Medivizor,Negative
13131,MDAnderson Novel Immunotherapy Produces Results CLL NHL,TrialSite News,Negative
13132,CLL,CLL Ireland,Postive
13133,obinutuzumab,Medivizor,Negative
13134,James Dean MD Sr Medical CLL Pharmacyclics Pharmacyclics AbbVie Company,CheckRare,Postive
13135,CLL,Patient Power,Negative
13136,obinutuzumab,Medivizor,Negative
13137,PhD two thousand and twenty Glasgow CLL,Michie Lab,Postive
13138,Duvelisib sll,CrozrX,Negative
13139,Lymphoid Leukemia Sarka Pospisilova Jitka Malcikova MasarykUni Ericllorg CLL WomenInScience,CEITEC Connect,Negative
13140,obinutuzumab,Medivizor,Negative
13141,PatientPower CLL Promising CLL Research MicheleNadeemBaker NicoleLamanna,Michele,Postive
13142,CLL,Patient Empowerment Network,Negative
13143,obinutuzumab,Medivizor,Negative
13144,CLL Hematology Haematology,ESH Haematology,Negative
13145,MRD CLL,ASH Clinical News,Negative
13146,CLL,AbbVie US,Negative
13147,obinutuzumab,Medivizor,Negative
13148,The European Medicines Agency two month ChildhoodCancer CLL Read gt LymSM,LymphomaAction,Postive
13149,CLL rituximab CLL,Shouting people underpants,Postive
13150,CLL,Kathleen Hoffman,Negative
13151,CAR,Home Journal,Negative
13152,obinutuzumab,Medivizor,Negative
13157,obinutuzumab Leukemia,Medivizor,Negative
13158,Super three morning CLL,Orchard Primary Academy Nursery,Postive
13159,CLL SLL three March twelve Feb Submit CLL,Lymphoma Australia,Negative
13160,CLL,Gift Child,Negative
13162,CLL CLL CLL,Christian Pallasch,Negative
13163,CLL CLL,Blood Journal,Negative
13164,CLL,NHLBI Bethesda Labs,Negative
13168,Paolo Tambaro CLL Free,The Lancet Haematology,Negative
13170,forty Caligaris el segundo el Rojo CLL two CDMKJ,Club Deportivo Moto Kart Jovita,Negative
13171,CLL CLL Le Tian,"one thousand, one hundred and fortyseven one",Negative
13172,Joni Casalis al Rojo CLL zero one CDMKJ,Club Deportivo Moto Kart Jovita,Negative
13173,CLL Sheila Hoff,Patient Power,Negative
13174,yesterday BeLegendary,undead viking zombie,Postive
13175,Prognostic Testing Treatment,Lymphoma Papers,Negative
13177,Lew et al BloodAdvances CLL Broadly uMRD PB BM uMRD Value BM,Toby Eyre,Negative
13178,Chronic,DanielNewmae,Negative
13179,Cumplimos el tenemos el one Ahora CLL,Fran,Negative
13180,Expression,Enrique,Negative
13182,TX USA Utilizing Cancer,Aftab Ahmad PhD,Negative
13183,Neil Kay Mayo Clinic CLL Venetoclax Measurement MRD CLL,Rafael Fonseca MD,Negative
13184,Jennifer Woyach MD three Alliance CLL,OncLive SOSS,Negative
13185,nonHodgkin CAR,Renal Cell Carcinoma,Negative
13186,HematonNL Bart van Echteld beterwordenisnietvoorwatjes,Yvonne van Batenburg,Negative
13187,CLL Nicole Lamanna MD ColumbiaMed OncLive,ColumbiaCancer,Negative
13188,CLL,MD Anderson Leukemia,Negative
13191,Lymphoma Coalition Global Patient Survey two thousand and CLL nineteen,Natacha Bolanos,Postive
13192,CLL,Sherry Sherry,Negative
13193,fridaythoughts,Oncology Times,Negative
13194,Lymphocytic CLL November,karla,Negative
13195,ChronicLymphocyticLeukemia CLL,Patient Worthy,Negative
13196,Apply John Goldman Award two thousand and twenty Deadline March one CML CLL AML TFR,Didi Jasmin,Postive
13197,three Learn More,PharmacyTimesCE,Postive
13198,CLL,Phronetik,Negative
13199,CLL Netherlands,Hematology Advisor,Negative
13200,Drs Matthew Fraser CLL,Education,Negative
13201,two thousand and twenty Lymphoma CLL PatientExperience,Lorna Warwick,Postive
13203,ACCC CLL,Adam Kittai,Negative
13204,AIM CLL Cello Health PLC Holding Company,AIM Alerts,Negative
13211,CLL CLL CLL Bcell,iReceptor Plus,Negative
13212,CLL NKcells CelentyxLtd,Prof John,Postive
13213,CLL,Kathleen Hoffman,Negative
13214,CLL Haematologica UoSResearch,CLL Epigenetics,Negative
13215,ACCC Quality Improvement Workshops Address Need Improved Chronic,CLL Society Inc,Postive
13216,Pharma Break RodneyGillespie BlueCarpet PatientsMatter CLL ProstateCancer,Michele,Postive
13217,CLL thirty BCMA,Raj Chakraborty,Negative
13218,CLL,CancerTherapyAdvisor,Negative
13220,Hematology Oncology,Targeted Oncology,Negative
13221,today MPAC BUR HUR yesterday CLL Pulsar,John,Negative
13222,CLL,Flow Paradigm,Negative
13223,one,Home Journal,Negative
13224,Hematology Today CLL Western Countries,Malgorzata Osmola,Negative
13225,CLL,Lymphoma Hub,Negative
13226,Venetoclax CLL,Benlazar Amine,Negative
13227,Venetoclax CLL,Benlazar Amine,Negative
13228,Practice Leukemia Healio,Living Safely,Negative
13229,EPIC,Biblioteca EASP,Negative
13230,Katy Rezvani CancerMoonshot,MD Anderson Cancer Center,Negative
13234,CLL,Benlazar Amine,Negative
13235,Acala CLL,Benlazar Amine,Negative
13236,CLL,Benlazar Amine,Negative
13237,CLL Cello Health Acess Intelligence Pulsar CLL,Proactive,Negative
13238,AIM CLL Cello Health PLC Settlement Access Intelligence,AIM Alerts,Negative
13241,Study Katy Rezvani MD,HemOnc Today,Negative
13242,Scan Centerline Cross today ARK SYNC GRI TIGT,SwingTradeBot UK,Negative
